[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.6159194478649859,0.7878091353504927,-0.20897961601608034)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.6295332273723541,-0.7769735617343411,-0.6513528239385612)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.8054916961193707,-0.5926070599332576,0.44565948793087695)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.384697403454968,0.92304274428382,0.8417449408631761)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.6749731217859198,-0.7378423170749764,0.007534337827836477)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.5432852459321874,-0.8395481770288127,-0.9276473414962824)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.2003685712789668,0.9797205905989859,-0.6639391037894765)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.7045587153126026,-0.7096456979909446,0.9215361688149519)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.3376702546035277,0.941264468231957,-0.25745395617757255)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9969132062266143,-0.0785115230458055,-0.8677381286542738)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9666869817225344,-0.25596148024297816,0.735824805113954)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9350096861478226,0.354622174729317,-0.9298819846999372)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.8420576249523105,-0.5393875751810324,0.1624771989161372)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.8576171437576587,0.5142886686802999,0.6547489511113257)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.22798874331197844,0.9736637679009242,0.33863448508493793)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.4424006166513061,-0.8968175368415495,0.9858314374363808)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9659212482993694,0.2588361297883043,-0.964208789901344)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.08475052512815531,0.9964022021706405,-0.13660903270233285)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.7100726333049339,-0.7041284367438918,-0.9931488583259558)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9366032422958888,-0.35039173295160475,0.7469277105558623)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.7959685362324642,0.6053379959394158,-0.7580985723040797)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.08940699986961771,0.9959951748750162,-0.39795729585114603)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9919338405028076,-0.12675668055511108,-0.9953303191705141)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.924933094806414,-0.3801299384839732,0.5502094251885667)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.16743372853113483,-0.9858833331333694,0.6758002167099803)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.8250979434475593,0.5649897200114427,0.07917585401292321)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.4585646212113519,0.8886610648460352,-0.9831206112174364)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9064903508841151,0.4222265313241149,0.5546287024233305)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.7743009209622008,0.6328175754489501,0.24125382289918437)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.36062252606610834,-0.9327118492298139,0.19205912351394652)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9907121074695627,-0.13597617479991725,0.9774674703458468)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9893562819680315,0.1455133922716154,0.7135881756840702)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9704271504953639,-0.24139417056227447,-0.9167910151104133)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.8603714338277011,0.5096675346274919,0.9541088223663943)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.7426700277972778,0.6696575466696323,-0.9751764736353254)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.850063283159693,-0.5266805622232166,-0.9617223060073973)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.32007035791829797,0.9473937755664498,0.9866015214859187)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9589315303882793,0.28363765622214643,0.17777900414576334)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9962326120730759,-0.08672129289889685,0.026758914784554836)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.1752867716471351,-0.9845174186806067,-0.7266703058286673)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.7625367072290067,0.6469449513894858,0.309561963897008)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.3409630686553357,-0.9400766914529564,0.8820911575795838)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9078488085549635,0.4192976756498098,-0.5259001815695235)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9155959105378679,0.4020996500947651,-0.5316303327394486)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.4042656725006686,0.9146416052408627,-0.6407951543318879)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.5327329378221488,-0.8462834140873745,-0.9550985944347002)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.3165662402639695,-0.9485704062035325,-0.7202774282589833)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9759837550428614,-0.2178433150051569,0.695543369798758)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.0039650383009401605,-0.99999213920474,-0.7825781581992854)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.5047543409695356,-0.863263027861387,0.8576283215808245)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9210827851405317,-0.3893667974002934,0.09251155663779898)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.7333334755174932,-0.6798691151136623,-0.31336830719030345)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.7989542740947735,0.601391775721695,-0.28546808822607833)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.8469350931195333,0.5316962930495261,0.7840316805501284)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.3400597925984548,-0.9404038161651067,-0.922526261747753)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9504694341319702,0.31081804127310964,0.7928838777244261)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.8649558386494726,-0.5018479821481675,-0.303778077490367)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9416905131849991,0.3364802778431048,-0.3642158084281265)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.7931578415488274,-0.6090161232591508,-0.5174840218316183)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.733400322782227,-0.679797003923175,-0.9524491585648819)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.669371782539399,0.7429275985855065,0.024412411865684408)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.5000768072521798,-0.8659810545551595,0.5526087313210664)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.4096505847235713,-0.912242510758864,-0.042043781325307894)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.07897307382500439,-0.9968767494583423,-0.8021004334193502)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.4937174263681885,0.869622390983795,-0.38344500624007793)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.09852548899113286,-0.9951345275986851,0.04407584412339236)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.1622677535702749,-0.9867467639426322,-0.7503752513355796)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9827949905714461,-0.18469977397839712,-0.3011304130371726)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.3091402845137989,0.9510164480652937,-0.5804104829717756)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.2846946379260149,-0.958618257251642,-0.9928606558968731)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9659464968063567,-0.25874188935602804,0.3438154202614285)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9788900204679784,0.20438769001141155,0.059768224414220986)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9929506844819612,0.11852821683803709,-0.8077518144817465)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.17474400884915847,-0.9846138996435736,-0.6858586078935399)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.708413165705819,0.7057979786416647,0.12593364874112678)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.956490697581616,0.29176282395095093,0.3923094065021132)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.15040243972559675,0.9886248561130699,0.8848898010543089)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.998059903766393,0.0622609708711514,-0.1063147879207466)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.5029609891472144,-0.8643091133362275,-0.9469778778668076)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.6088913955936125,0.793253596507487,-0.8284356715884321)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.3271197911967702,-0.9449828793197163,0.024825803871811783)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9047512178987037,-0.4259404109858705,0.9620881937047374)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.013816854320371219,-0.9999045427122979,-0.7630348713680332)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.4158507869179472,0.9094328578953611,0.35740229511218086)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9961855309155754,0.08726046065918538,0.8972197595245777)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9480984913898288,0.3179768083120697,0.972459579426157)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9994700106249381,-0.032553000804627155,-0.1418659352295414)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.3128736157208812,0.9497947676133736,-0.8019835444955896)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.993378326802029,-0.11488907624313732,0.8654388017767726)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.8709596677534959,0.49135451269599634,-0.9734344521748262)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9960198242472204,0.08913197914629856,-0.40324780191707993)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9990773474510937,-0.04294710479283297,0.9999677336536653)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9722947329314956,0.23375832030897134,0.9130701582849322)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.5339053511633869,-0.8455442483980956,0.9152306022646385)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9993813685860069,-0.035169306549315694,-0.7490269542029363)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.6524344019759432,-0.757845202609539,0.1349192187052073)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.8538583324327295,-0.5205054736841856,0.33040888687502235)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.22333883972742372,-0.974740869497739,-0.5143798820543534)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.12910861453461697,-0.991630458211602,-0.47842608775813994)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.3829860255399356,-0.9237541362511584,0.6877198257077484)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.07938503599630611,-0.9968440279501428,0.9262468977163505)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.13325618670288436,0.9910816256521993,0.821907521340103)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.2695735205399026,-0.9629798113271756,-0.8094021788542758)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.980768476332603,0.19517478277744882,-0.11109105799271952)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9549121563684179,0.2968884868428181,0.44239899609390215)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.5126448697834912,-0.858600743934378,-0.9316998346867306)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.4651005897866346,0.885257838926109,-0.5408853999713484)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.16503282200730238,-0.9862880753919242,-0.9823712779308229)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.2460890723523571,-0.9692472174160504,-0.9868487357693451)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.1786321812543955,-0.9839159231460262,0.40322922296633995)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.5680545032505256,0.8229909363636992,0.8960328447917892)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.3424430188114892,0.9395385989235748,-0.7917033306699862)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.814234536975801,0.5805360615808487,0.9530474525032742)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.5068710094404411,-0.8620219137520974,-0.926664285056876)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.3482367339310258,0.9374066231583026,-0.5609232464670784)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.3239611715746127,0.946070377568183,0.9609455330355311)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.8974254761743435,0.44116608518023315,0.46344038654130587)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.976058184024197,0.21750958921249133,-0.40672942697839626)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9229675317675037,0.38487781866847326,0.7700841244856972)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.8532593993556411,0.5214867183459714,0.9989368684056531)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9462906575213605,-0.3233171685633029,-0.9985164159645226)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.8535769740323866,0.5209667450055853,0.676039169540473)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.6086421040946396,0.7934448872626567,-0.8401026576423876)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.2951078932377811,0.9554639351376683,-0.9557647405565404)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.6263619827097627,0.7795323384029009,0.06842027437108288)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.618821872369588,-0.7855313426445806,0.6859368131379505)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.7750019216232367,-0.6319588764154599,0.7066865595728208)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9804285629202206,0.19687517113691852,-0.5125971703848367)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.96367399054603,0.26708133582317223,-0.948526477327199)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.1637088919752937,-0.9865086916435261,0.9059697684434843)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.30591804738413886,-0.9520578492322175,0.37830474562557603)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9354611315372459,-0.353429584759193,0.5609359594368082)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.7848237518633663,0.6197190319097109,-0.09676778231343185)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.1776491856300834,0.9840938811134678,0.854678826711038)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.8914080847292294,-0.45320152965250127,-0.8485097949934141)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.1828041957611867,-0.9831493406457158,-0.9604687473650676)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.8402874950858602,0.5421410569236853,0.1356516665303116)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9179645600050915,-0.3966624088247571,0.9872881408599282)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.41916935619478835,-0.9079080629817353,-0.21533514573314666)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.33921575289327316,-0.9407086015281512,0.8371760235513003)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.2865530415740854,-0.9580643790292177,-0.9987662804262931)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.3714926992287947,0.9284358752330202,-0.6177925831628853)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.6990807140288717,-0.7150427646462013,-0.10534449937494766)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9779637676321635,-0.20877468524393367,0.1690489265044668)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9941397064142504,0.10810293303415928,0.40874714713817034)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.7020345096003086,0.7121429261954754,0.1190027419194553)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9390151682156492,-0.3438757244426188,-0.24680617947914146)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.37556127043637455,0.9267975680526014,0.6947697266829878)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.03337598487569098,0.9994428666179861,-0.7101908103141497)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.654455773176854,-0.7561002849857195,0.9924581196190155)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.026880443836856605,-0.9996386555846736,0.753043740828194)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.6049150051789116,-0.796290045466724,0.9757539080484674)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.6870994835612131,-0.7265633487108432,-0.2775078741874955)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.8233871687342865,0.5674800175898139,0.07476665866792832)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.45506412109802546,0.8904586715223125,0.14827271866030864)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.8660158059463271,-0.5000166235747904,0.4918768702253343)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9994164501493522,0.034157856649200624,-0.9971946995545092)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.6119095432969733,0.7909277532253433,-0.3295078678331139)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9815404955168124,0.19125442651246105,-0.1538006766169163)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9501215214817346,0.31187993590039376,0.0544268572394443)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.4039696733604049,-0.9147723777011896,0.6152792363115162)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9591838017909465,-0.2827833700588954,0.5989556521707993)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.3631656814823386,0.9317245772187555,0.24655192100850817)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.49553738264468766,-0.8685866119171147,0.8415490127470777)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.8778686942797321,-0.4789014048878936,0.17363509204159927)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9975038120385339,0.07061264028906764,-0.2667801255499516)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.7489265011843834,0.6626530735035625,0.10038595558403836)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.05736735405010383,-0.998353137266213,-0.6561307248885606)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.5107033823659849,-0.8597569745224185,-0.9884630106495992)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.48304336860719194,0.8755964276106981,-0.7522628761588165)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.3475043337164475,0.9376783766560302,-0.5736160730013438)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.6437164441839809,0.7652640978689199,0.9477794247871943)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.31796133928510406,-0.9481036793094008,0.8288536339262123)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.23021971388185275,-0.9731386763150244,-0.18529149764645994)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.7480329052884347,-0.6636616401493638,0.9395462602797625)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.5125805940247593,0.8586391178074901,0.9794193885580049)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9989376692496541,-0.0460818071918694,-0.18269013610651136)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.1022746204889616,0.9947562022947326,-0.7997485357295516)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9941295997448438,-0.10819583592336915,-0.41584194995461893)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9052367166619294,0.42490762149804956,0.8002658538937653)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.2997252013656499,-0.9540255780985752,0.5761235373311634)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.5899062947992291,-0.8074717105609613,-0.32369618821432045)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9794892416640283,0.20149646514126932,0.35101312753124264)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.31412440987410123,0.9493818278865715,0.9743605627091848)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.8490992282004054,-0.5282333770876997,0.0928165568541165)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.22946825733897114,-0.9733161453884425,0.18500973344604596)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.16622285471857287,-0.9860882123670317,-0.6583219374623691)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.641902197004048,0.7667865214525985,0.9624196257547553)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.3469995670016332,-0.9378652891010942,0.5636039321120586)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.8328934524071612,0.5534333717235345,0.745039906851871)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9001956147284224,-0.43548576925511323,0.9294289591139278)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.0197019830172058,0.999805897094626,0.7919006070666833)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9168314837041968,-0.39927437995539006,-0.9798072608180197)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9262711542220603,0.3768577302592215,-0.6721901204352889)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9993559362356362,-0.03588471416348357,0.6429765271686945)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9654014070832125,0.2607683324365773,-0.6432165402051025)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.7146229539705284,-0.6995098524384313,-0.07226888334168115)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9430262172494086,0.33271842987768396,0.5930504591581648)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.34706356836990704,0.9378416068347293,-0.838802786857208)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.4740677007839814,-0.88048839576305,0.8838837352044903)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.5097582224208635,-0.860317705661299,-0.4551590391807738)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.24816730729091657,-0.9687171865885191,-0.9239078385379937)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9969860724347394,-0.07758074098094578,-0.25624176526973363)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.41347317700418973,0.9105162996333794,-0.2325510751966737)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.9617077476051976,-0.2740770114331691,0.5494429377608687)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.2514305311221384,-0.9678753473560732,0.3438519454784816)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(-0.9060632143483204,0.42314235382999615,-0.9434764767332754)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.42845473375055343,-0.9035632468879765,-0.20978158928249482)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.15048965687974894,-0.988611583571736,-0.63592251637781)]
[(0.0,0.0,1.0)|(0.0,0.0,2.0)|(0.7839549609739384,0.6208177020384895,0.9933586210242253)]
